image_name,row,col,building_count
gee_image_row20_col16.png,20,16,1
gee_image_row20_col17.png,20,17,15
gee_image_row20_col18.png,20,18,8
gee_image_row20_col19.png,20,19,0
gee_image_row20_col2.png,20,2,0
gee_image_row20_col20.png,20,20,10
gee_image_row20_col21.png,20,21,22
gee_image_row20_col22.png,20,22,20
gee_image_row20_col23.png,20,23,0
gee_image_row20_col24.png,20,24,0
gee_image_row20_col25.png,20,25,0
gee_image_row20_col26.png,20,26,0
gee_image_row20_col27.png,20,27,0
gee_image_row20_col28.png,20,28,0
gee_image_row20_col29.png,20,29,0
gee_image_row20_col3.png,20,3,0
gee_image_row20_col30.png,20,30,0
gee_image_row20_col4.png,20,4,0
gee_image_row20_col5.png,20,5,0
gee_image_row20_col6.png,20,6,0
gee_image_row20_col7.png,20,7,0
gee_image_row20_col8.png,20,8,0
gee_image_row20_col9.png,20,9,1
gee_image_row21_col0.png,21,0,0
gee_image_row21_col1.png,21,1,0
gee_image_row21_col10.png,21,10,0
gee_image_row21_col11.png,21,11,2
gee_image_row21_col12.png,21,12,2
gee_image_row21_col13.png,21,13,0
gee_image_row21_col14.png,21,14,0
gee_image_row21_col15.png,21,15,1
gee_image_row21_col16.png,21,16,2
gee_image_row21_col17.png,21,17,3
gee_image_row21_col18.png,21,18,0
gee_image_row21_col19.png,21,19,0
gee_image_row21_col2.png,21,2,0
gee_image_row21_col20.png,21,20,1
gee_image_row21_col21.png,21,21,0
gee_image_row21_col22.png,21,22,0
gee_image_row21_col23.png,21,23,0
gee_image_row21_col24.png,21,24,0
gee_image_row21_col25.png,21,25,0
gee_image_row21_col26.png,21,26,0
gee_image_row21_col27.png,21,27,0
gee_image_row21_col28.png,21,28,0
gee_image_row21_col29.png,21,29,0
gee_image_row21_col3.png,21,3,0
gee_image_row21_col30.png,21,30,0
gee_image_row21_col4.png,21,4,0
gee_image_row21_col5.png,21,5,0
gee_image_row21_col6.png,21,6,0
gee_image_row21_col7.png,21,7,0
gee_image_row21_col8.png,21,8,0
gee_image_row21_col9.png,21,9,0
gee_image_row22_col0.png,22,0,0
gee_image_row22_col1.png,22,1,0
gee_image_row22_col10.png,22,10,0
gee_image_row22_col11.png,22,11,0
gee_image_row22_col12.png,22,12,0
gee_image_row22_col13.png,22,13,0
gee_image_row22_col14.png,22,14,0
gee_image_row22_col15.png,22,15,2
gee_image_row22_col16.png,22,16,1
gee_image_row22_col17.png,22,17,3
gee_image_row22_col18.png,22,18,0
gee_image_row22_col19.png,22,19,0
gee_image_row22_col2.png,22,2,0
gee_image_row22_col20.png,22,20,0
gee_image_row22_col21.png,22,21,0
gee_image_row22_col22.png,22,22,0
gee_image_row22_col23.png,22,23,0
gee_image_row22_col24.png,22,24,0
gee_image_row22_col25.png,22,25,0
gee_image_row22_col26.png,22,26,0
gee_image_row22_col27.png,22,27,0
gee_image_row22_col28.png,22,28,0
gee_image_row22_col29.png,22,29,0
gee_image_row22_col3.png,22,3,0
gee_image_row22_col30.png,22,30,0
gee_image_row22_col4.png,22,4,0
gee_image_row22_col5.png,22,5,0
gee_image_row22_col6.png,22,6,0
gee_image_row22_col7.png,22,7,0
gee_image_row22_col8.png,22,8,0
gee_image_row22_col9.png,22,9,0
gee_image_row23_col0.png,23,0,0
gee_image_row23_col1.png,23,1,0
gee_image_row23_col10.png,23,10,0
gee_image_row23_col11.png,23,11,0
gee_image_row23_col12.png,23,12,0
gee_image_row23_col13.png,23,13,0
gee_image_row23_col14.png,23,14,0
gee_image_row23_col15.png,23,15,0
gee_image_row23_col16.png,23,16,0
gee_image_row23_col17.png,23,17,0
gee_image_row23_col18.png,23,18,0
gee_image_row23_col19.png,23,19,0
gee_image_row23_col2.png,23,2,0
gee_image_row23_col20.png,23,20,0
gee_image_row23_col21.png,23,21,0
gee_image_row23_col22.png,23,22,0
gee_image_row23_col23.png,23,23,0
gee_image_row23_col24.png,23,24,0
gee_image_row23_col25.png,23,25,0
gee_image_row23_col26.png,23,26,0
gee_image_row23_col27.png,23,27,0
gee_image_row23_col28.png,23,28,0
gee_image_row23_col29.png,23,29,0
gee_image_row23_col3.png,23,3,0
gee_image_row23_col30.png,23,30,0
gee_image_row23_col4.png,23,4,0
gee_image_row23_col5.png,23,5,0
gee_image_row23_col6.png,23,6,0
gee_image_row23_col7.png,23,7,0
gee_image_row23_col8.png,23,8,0
gee_image_row23_col9.png,23,9,0
gee_image_row24_col0.png,24,0,0
gee_image_row24_col1.png,24,1,0
gee_image_row24_col10.png,24,10,0
gee_image_row24_col11.png,24,11,0
gee_image_row24_col12.png,24,12,0
gee_image_row24_col13.png,24,13,0
gee_image_row24_col14.png,24,14,0
gee_image_row24_col15.png,24,15,0
gee_image_row24_col16.png,24,16,0
gee_image_row24_col17.png,24,17,0
gee_image_row24_col18.png,24,18,0
gee_image_row24_col19.png,24,19,0
gee_image_row24_col2.png,24,2,0
gee_image_row24_col20.png,24,20,0
gee_image_row24_col21.png,24,21,0
gee_image_row24_col22.png,24,22,0
gee_image_row24_col23.png,24,23,0
gee_image_row24_col24.png,24,24,0
gee_image_row24_col25.png,24,25,0
gee_image_row24_col26.png,24,26,0
gee_image_row24_col27.png,24,27,0
gee_image_row24_col28.png,24,28,0
gee_image_row24_col29.png,24,29,0
gee_image_row24_col3.png,24,3,0
gee_image_row24_col30.png,24,30,0
gee_image_row24_col4.png,24,4,0
gee_image_row24_col5.png,24,5,0
gee_image_row24_col6.png,24,6,0
gee_image_row24_col7.png,24,7,0
gee_image_row24_col8.png,24,8,0
gee_image_row24_col9.png,24,9,0
gee_image_row2_col0.png,2,0,0
gee_image_row2_col1.png,2,1,0
gee_image_row2_col10.png,2,10,0
gee_image_row2_col11.png,2,11,0
gee_image_row2_col12.png,2,12,0
gee_image_row2_col13.png,2,13,0
gee_image_row2_col14.png,2,14,0
gee_image_row2_col15.png,2,15,0
gee_image_row2_col16.png,2,16,0
gee_image_row2_col17.png,2,17,0
gee_image_row2_col18.png,2,18,0
gee_image_row2_col19.png,2,19,0
gee_image_row2_col2.png,2,2,0
gee_image_row2_col20.png,2,20,0
gee_image_row2_col21.png,2,21,0
gee_image_row2_col22.png,2,22,0
gee_image_row2_col23.png,2,23,0
gee_image_row2_col24.png,2,24,0
gee_image_row2_col25.png,2,25,0
gee_image_row2_col26.png,2,26,0
gee_image_row2_col27.png,2,27,0
gee_image_row2_col28.png,2,28,0
gee_image_row2_col29.png,2,29,0
gee_image_row2_col3.png,2,3,0
gee_image_row2_col30.png,2,30,0
gee_image_row2_col4.png,2,4,0
gee_image_row2_col5.png,2,5,0
gee_image_row2_col6.png,2,6,0
gee_image_row2_col7.png,2,7,0
gee_image_row2_col8.png,2,8,0
gee_image_row2_col9.png,2,9,0
gee_image_row3_col0.png,3,0,0
gee_image_row3_col1.png,3,1,0
gee_image_row3_col10.png,3,10,0
gee_image_row3_col11.png,3,11,0
gee_image_row3_col12.png,3,12,0
gee_image_row3_col13.png,3,13,16
gee_image_row3_col14.png,3,14,26
gee_image_row3_col15.png,3,15,17
gee_image_row3_col16.png,3,16,9
gee_image_row3_col17.png,3,17,58
gee_image_row3_col18.png,3,18,45
gee_image_row3_col19.png,3,19,0
gee_image_row3_col2.png,3,2,0
gee_image_row3_col20.png,3,20,0
gee_image_row3_col21.png,3,21,0
gee_image_row3_col22.png,3,22,0
gee_image_row3_col23.png,3,23,0
gee_image_row3_col24.png,3,24,0
gee_image_row3_col25.png,3,25,0
gee_image_row3_col26.png,3,26,0
gee_image_row3_col27.png,3,27,0
gee_image_row3_col28.png,3,28,0
gee_image_row3_col29.png,3,29,0
gee_image_row3_col3.png,3,3,0
gee_image_row3_col30.png,3,30,0
gee_image_row3_col4.png,3,4,0
gee_image_row3_col5.png,3,5,0
gee_image_row3_col6.png,3,6,0
gee_image_row3_col7.png,3,7,0
gee_image_row3_col8.png,3,8,0
gee_image_row3_col9.png,3,9,0
gee_image_row4_col0.png,4,0,0
gee_image_row4_col1.png,4,1,0
gee_image_row4_col10.png,4,10,0
gee_image_row4_col11.png,4,11,9
gee_image_row4_col12.png,4,12,12
gee_image_row4_col13.png,4,13,10
gee_image_row4_col14.png,4,14,8
gee_image_row4_col15.png,4,15,25
gee_image_row4_col16.png,4,16,28
gee_image_row4_col17.png,4,17,62
gee_image_row4_col18.png,4,18,32
gee_image_row4_col19.png,4,19,4
gee_image_row4_col2.png,4,2,0
gee_image_row4_col20.png,4,20,51
gee_image_row4_col21.png,4,21,0
gee_image_row4_col22.png,4,22,0
gee_image_row4_col23.png,4,23,0
gee_image_row4_col24.png,4,24,0
gee_image_row4_col25.png,4,25,0
gee_image_row4_col26.png,4,26,0
gee_image_row4_col27.png,4,27,0
gee_image_row4_col28.png,4,28,0
gee_image_row4_col29.png,4,29,0
gee_image_row4_col3.png,4,3,0
gee_image_row4_col30.png,4,30,0
gee_image_row4_col4.png,4,4,0
gee_image_row4_col5.png,4,5,0
gee_image_row4_col6.png,4,6,0
gee_image_row4_col7.png,4,7,0
gee_image_row4_col8.png,4,8,0
gee_image_row4_col9.png,4,9,0
gee_image_row5_col0.png,5,0,0
gee_image_row5_col1.png,5,1,0
gee_image_row5_col10.png,5,10,45
gee_image_row5_col11.png,5,11,23
gee_image_row5_col12.png,5,12,31
gee_image_row5_col13.png,5,13,26
gee_image_row5_col14.png,5,14,0
gee_image_row5_col15.png,5,15,3
gee_image_row5_col16.png,5,16,45
gee_image_row5_col17.png,5,17,46
gee_image_row5_col18.png,5,18,48
gee_image_row5_col19.png,5,19,2
gee_image_row5_col2.png,5,2,0
gee_image_row5_col20.png,5,20,45
gee_image_row5_col21.png,5,21,41
gee_image_row5_col22.png,5,22,33
gee_image_row5_col23.png,5,23,0
gee_image_row5_col24.png,5,24,0
gee_image_row5_col25.png,5,25,0
gee_image_row5_col26.png,5,26,0
gee_image_row5_col27.png,5,27,0
gee_image_row5_col28.png,5,28,0
gee_image_row5_col29.png,5,29,0
gee_image_row5_col3.png,5,3,0
gee_image_row5_col30.png,5,30,0
gee_image_row5_col4.png,5,4,0
gee_image_row5_col5.png,5,5,0
gee_image_row5_col6.png,5,6,0
gee_image_row5_col7.png,5,7,0
gee_image_row5_col8.png,5,8,0
gee_image_row5_col9.png,5,9,39
gee_image_row6_col0.png,6,0,0
gee_image_row6_col1.png,6,1,0
gee_image_row6_col10.png,6,10,49
gee_image_row6_col11.png,6,11,56
gee_image_row6_col12.png,6,12,22
gee_image_row6_col13.png,6,13,34
gee_image_row6_col14.png,6,14,12
gee_image_row6_col15.png,6,15,24
gee_image_row6_col16.png,6,16,25
gee_image_row6_col17.png,6,17,25
gee_image_row6_col18.png,6,18,40
gee_image_row6_col19.png,6,19,5
gee_image_row6_col2.png,6,2,0
gee_image_row6_col20.png,6,20,27
gee_image_row6_col21.png,6,21,24
gee_image_row6_col22.png,6,22,30
gee_image_row6_col23.png,6,23,82
gee_image_row6_col24.png,6,24,0
gee_image_row6_col25.png,6,25,0
gee_image_row6_col26.png,6,26,0
gee_image_row6_col27.png,6,27,0
gee_image_row6_col28.png,6,28,0
gee_image_row6_col29.png,6,29,0
gee_image_row6_col3.png,6,3,0
gee_image_row6_col30.png,6,30,0
gee_image_row6_col4.png,6,4,0
gee_image_row6_col5.png,6,5,0
gee_image_row6_col6.png,6,6,0
gee_image_row6_col7.png,6,7,0
gee_image_row6_col8.png,6,8,2
gee_image_row6_col9.png,6,9,29
gee_image_row7_col0.png,7,0,0
gee_image_row7_col1.png,7,1,0
gee_image_row7_col10.png,7,10,22
gee_image_row7_col11.png,7,11,17
gee_image_row7_col12.png,7,12,20
gee_image_row7_col13.png,7,13,29
gee_image_row7_col14.png,7,14,24
gee_image_row7_col15.png,7,15,35
gee_image_row7_col16.png,7,16,20
gee_image_row7_col17.png,7,17,42
gee_image_row7_col18.png,7,18,32
gee_image_row7_col19.png,7,19,7
gee_image_row7_col2.png,7,2,0
gee_image_row7_col20.png,7,20,34
gee_image_row7_col21.png,7,21,27
gee_image_row7_col22.png,7,22,47
gee_image_row7_col23.png,7,23,57
gee_image_row7_col24.png,7,24,0
gee_image_row7_col25.png,7,25,0
gee_image_row7_col26.png,7,26,0
gee_image_row7_col27.png,7,27,0
gee_image_row7_col28.png,7,28,0
gee_image_row7_col29.png,7,29,0
gee_image_row7_col3.png,7,3,0
gee_image_row7_col30.png,7,30,0
gee_image_row7_col4.png,7,4,0
gee_image_row7_col5.png,7,5,0
gee_image_row7_col6.png,7,6,0
gee_image_row7_col7.png,7,7,0
gee_image_row7_col8.png,7,8,7
gee_image_row7_col9.png,7,9,7
gee_image_row8_col0.png,8,0,0
gee_image_row8_col1.png,8,1,0
gee_image_row8_col10.png,8,10,5
gee_image_row8_col11.png,8,11,9
gee_image_row8_col12.png,8,12,11
gee_image_row8_col13.png,8,13,42
gee_image_row8_col14.png,8,14,36
gee_image_row8_col15.png,8,15,36
gee_image_row8_col16.png,8,16,33
gee_image_row8_col17.png,8,17,42
gee_image_row8_col18.png,8,18,38
gee_image_row8_col19.png,8,19,3
gee_image_row8_col2.png,8,2,0
gee_image_row8_col20.png,8,20,30
gee_image_row8_col21.png,8,21,32
gee_image_row8_col22.png,8,22,32
gee_image_row8_col23.png,8,23,35
gee_image_row8_col24.png,8,24,36
gee_image_row8_col25.png,8,25,0
gee_image_row8_col26.png,8,26,0
gee_image_row8_col27.png,8,27,0
gee_image_row8_col28.png,8,28,0
gee_image_row8_col29.png,8,29,0
gee_image_row8_col3.png,8,3,0
gee_image_row8_col30.png,8,30,0
gee_image_row8_col4.png,8,4,0
gee_image_row8_col5.png,8,5,0
gee_image_row8_col6.png,8,6,0
gee_image_row8_col7.png,8,7,2
gee_image_row8_col8.png,8,8,21
gee_image_row8_col9.png,8,9,12
gee_image_row9_col0.png,9,0,0
gee_image_row9_col1.png,9,1,0
gee_image_row9_col10.png,9,10,2
gee_image_row9_col11.png,9,11,0
gee_image_row9_col12.png,9,12,6
gee_image_row9_col13.png,9,13,14
gee_image_row9_col14.png,9,14,19
gee_image_row9_col15.png,9,15,19
gee_image_row9_col16.png,9,16,12
gee_image_row9_col17.png,9,17,11
gee_image_row9_col18.png,9,18,7
gee_image_row9_col19.png,9,19,3
gee_image_row9_col2.png,9,2,0
gee_image_row9_col20.png,9,20,17
gee_image_row9_col21.png,9,21,17
gee_image_row9_col22.png,9,22,13
gee_image_row9_col23.png,9,23,21
gee_image_row9_col24.png,9,24,24
gee_image_row9_col25.png,9,25,0
gee_image_row9_col26.png,9,26,0
gee_image_row9_col27.png,9,27,0
gee_image_row9_col28.png,9,28,0
gee_image_row9_col29.png,9,29,0
gee_image_row9_col3.png,9,3,0
gee_image_row9_col30.png,9,30,0
gee_image_row9_col4.png,9,4,0
gee_image_row9_col5.png,9,5,0
gee_image_row9_col6.png,9,6,0
gee_image_row9_col7.png,9,7,2
gee_image_row9_col8.png,9,8,0
gee_image_row9_col9.png,9,9,4
